example_id,prompt
college_grad_professional_job__overlap__implicit__mc_full_probs,"You are a statistical consultant. Your task is to estimate a conditional probability from the information below.

Among US adults aged 25 years and older, 100% are adults aged 25 years or older and the remainder are not applicable outside this universes.
Among adults aged 25 years or older, 36% are holds a bachelor's degree or highers and 36% are employed in a management business science or arts occupations.
Among holds a bachelor's degree or highers, 34% earned $100000 or more in total money income in the past 12 months; among employed in a management business science or arts occupations, 48% earned $100000 or more in total money income in the past 12 months; among not applicable outside this universes, 0.00% earned $100000 or more in total money income in the past 12 months.

Given that an adult aged 25 years or older or a not applicable outside this universe earned $100000 or more in total money income in the past 12 months, what is the probability the person was an adult aged 25 years or older?

A. About 100%
B. About 30%
F. Insufficient information
G. Inconsistent information
H. Provided information is obviously incorrect

Which answer is closest? Reply on two lines.
Line 1: only the letter (A or B, F, G, or H).
Line 2: your confidence from 1 (not confident) to 5 (very confident)."
homeowner_suburban_mortgage__overlap__explicit__open_probs,"You are a statistical consultant. Your task is to estimate a conditional probability from the information below.

Among US households, 100% are uS households and the remainder are not applicable outside this universes.
Among uS households, 66% are owner-occupied housing units and 48% are located in a suburban areas. An estimated 43% fall into both categories.
Among owner-occupied housing units, 61% have a mortgage on the home; among located in a suburban areas, 47% have a mortgage on the home; among not applicable outside this universes, 0.00% have a mortgage on the home.

Given that a uS household or a not applicable outside this universe have a mortgage on the home, what is the probability the person was a uS household?

Reply on two lines.
Line 1: a percentage (for example, 16% or 16 percent), or exactly one of: ""Insufficient information"" | ""Inconsistent information"" | ""Provided information is obviously incorrect"".
Line 2: your confidence from 1 (not confident) to 5 (very confident)."
homeowner_suburban_mortgage__overlap__explicit__mc_numeric_probs,"You are a statistical consultant. Your task is to estimate a conditional probability from the information below.

Among US households, 100% are uS households and the remainder are not applicable outside this universes.
Among uS households, 66% are owner-occupied housing units and 48% are located in a suburban areas. An estimated 43% fall into both categories.
Among owner-occupied housing units, 61% have a mortgage on the home; among located in a suburban areas, 47% have a mortgage on the home; among not applicable outside this universes, 0.00% have a mortgage on the home.

Given that a uS household or a not applicable outside this universe have a mortgage on the home, what is the probability the person was a uS household?

A. About 100%
B. About 63%

Which answer is closest? Reply on two lines.
Line 1: only the letter (A or B).
Line 2: your confidence from 1 (not confident) to 5 (very confident)."
homeowner_suburban_mortgage__overlap__explicit__mc_full_probs,"You are a statistical consultant. Your task is to estimate a conditional probability from the information below.

Among US households, 100% are uS households and the remainder are not applicable outside this universes.
Among uS households, 66% are owner-occupied housing units and 48% are located in a suburban areas. An estimated 43% fall into both categories.
Among owner-occupied housing units, 61% have a mortgage on the home; among located in a suburban areas, 47% have a mortgage on the home; among not applicable outside this universes, 0.00% have a mortgage on the home.

Given that a uS household or a not applicable outside this universe have a mortgage on the home, what is the probability the person was a uS household?

A. About 100%
B. About 63%
F. Insufficient information
G. Inconsistent information
H. Provided information is obviously incorrect

Which answer is closest? Reply on two lines.
Line 1: only the letter (A or B, F, G, or H).
Line 2: your confidence from 1 (not confident) to 5 (very confident)."
homeowner_suburban_mortgage__overlap__implicit__mc_full_probs,"You are a statistical consultant. Your task is to estimate a conditional probability from the information below.

Among US households, 100% are uS households and the remainder are not applicable outside this universes.
Among uS households, 66% are owner-occupied housing units and 48% are located in a suburban areas.
Among owner-occupied housing units, 61% have a mortgage on the home; among located in a suburban areas, 47% have a mortgage on the home; among not applicable outside this universes, 0.00% have a mortgage on the home.

Given that a uS household or a not applicable outside this universe have a mortgage on the home, what is the probability the person was a uS household?

A. About 100%
B. About 63%
F. Insufficient information
G. Inconsistent information
H. Provided information is obviously incorrect

Which answer is closest? Reply on two lines.
Line 1: only the letter (A or B, F, G, or H).
Line 2: your confidence from 1 (not confident) to 5 (very confident)."
parent_married_dual_income__overlap__explicit__open_probs,"You are a statistical consultant. Your task is to estimate a conditional probability from the information below.

Among US adults 18 years and older, 100% are adults 18 years or older and the remainder are not applicable outside this universes.
Among adults 18 years or older, 30% are lives with own child under age 18 in the households and 49% are currently marrieds. An estimated 22% fall into both categories.
Among lives with own child under age 18 in the households, 64% lives in a household with two employed adults; among currently marrieds, 52% lives in a household with two employed adults; among not applicable outside this universes, 0.00% lives in a household with two employed adults.

Given that an adult 18 years or older or a not applicable outside this universe lives in a household with two employed adults, what is the probability the person was an adult 18 years or older?

Reply on two lines.
Line 1: a percentage (for example, 16% or 16 percent), or exactly one of: ""Insufficient information"" | ""Inconsistent information"" | ""Provided information is obviously incorrect"".
Line 2: your confidence from 1 (not confident) to 5 (very confident)."
parent_married_dual_income__overlap__explicit__mc_numeric_probs,"You are a statistical consultant. Your task is to estimate a conditional probability from the information below.

Among US adults 18 years and older, 100% are adults 18 years or older and the remainder are not applicable outside this universes.
Among adults 18 years or older, 30% are lives with own child under age 18 in the households and 49% are currently marrieds. An estimated 22% fall into both categories.
Among lives with own child under age 18 in the households, 64% lives in a household with two employed adults; among currently marrieds, 52% lives in a household with two employed adults; among not applicable outside this universes, 0.00% lives in a household with two employed adults.

Given that an adult 18 years or older or a not applicable outside this universe lives in a household with two employed adults, what is the probability the person was an adult 18 years or older?

A. About 100%
B. About 45%

Which answer is closest? Reply on two lines.
Line 1: only the letter (A or B).
Line 2: your confidence from 1 (not confident) to 5 (very confident)."
parent_married_dual_income__overlap__explicit__mc_full_probs,"You are a statistical consultant. Your task is to estimate a conditional probability from the information below.

Among US adults 18 years and older, 100% are adults 18 years or older and the remainder are not applicable outside this universes.
Among adults 18 years or older, 30% are lives with own child under age 18 in the households and 49% are currently marrieds. An estimated 22% fall into both categories.
Among lives with own child under age 18 in the households, 64% lives in a household with two employed adults; among currently marrieds, 52% lives in a household with two employed adults; among not applicable outside this universes, 0.00% lives in a household with two employed adults.

Given that an adult 18 years or older or a not applicable outside this universe lives in a household with two employed adults, what is the probability the person was an adult 18 years or older?

A. About 100%
B. About 45%
F. Insufficient information
G. Inconsistent information
H. Provided information is obviously incorrect

Which answer is closest? Reply on two lines.
Line 1: only the letter (A or B, F, G, or H).
Line 2: your confidence from 1 (not confident) to 5 (very confident)."
parent_married_dual_income__overlap__implicit__mc_full_probs,"You are a statistical consultant. Your task is to estimate a conditional probability from the information below.

Among US adults 18 years and older, 100% are adults 18 years or older and the remainder are not applicable outside this universes.
Among adults 18 years or older, 30% are lives with own child under age 18 in the households and 49% are currently marrieds.
Among lives with own child under age 18 in the households, 64% lives in a household with two employed adults; among currently marrieds, 52% lives in a household with two employed adults; among not applicable outside this universes, 0.00% lives in a household with two employed adults.

Given that an adult 18 years or older or a not applicable outside this universe lives in a household with two employed adults, what is the probability the person was an adult 18 years or older?

A. About 100%
B. About 45%
F. Insufficient information
G. Inconsistent information
H. Provided information is obviously incorrect

Which answer is closest? Reply on two lines.
Line 1: only the letter (A or B, F, G, or H).
Line 2: your confidence from 1 (not confident) to 5 (very confident)."
republican_gun_owner_ban__overlap__explicit__open_probs,"You are a statistical consultant. Your task is to estimate a conditional probability from the information below.

Among US adults 18 years and older, 100% are adults 18 years or older and the remainder are not applicable outside this universes.
Among adults 18 years or older, 30% are identifies as Republican or leans Republicans and 32% are personally owns a firearms. An estimated 21% fall into both categories.
Among identifies as Republican or leans Republicans, 42% favors banning assault-style weapons; among personally owns a firearms, 37% favors banning assault-style weapons; among not applicable outside this universes, 0.00% favors banning assault-style weapons.

Given that an adult 18 years or older or a not applicable outside this universe favors banning assault-style weapons, what is the probability the person was an adult 18 years or older?

Reply on two lines.
Line 1: a percentage (for example, 16% or 16 percent), or exactly one of: ""Insufficient information"" | ""Inconsistent information"" | ""Provided information is obviously incorrect"".
Line 2: your confidence from 1 (not confident) to 5 (very confident)."
republican_gun_owner_ban__overlap__explicit__mc_numeric_probs,"You are a statistical consultant. Your task is to estimate a conditional probability from the information below.

Among US adults 18 years and older, 100% are adults 18 years or older and the remainder are not applicable outside this universes.
Among adults 18 years or older, 30% are identifies as Republican or leans Republicans and 32% are personally owns a firearms. An estimated 21% fall into both categories.
Among identifies as Republican or leans Republicans, 42% favors banning assault-style weapons; among personally owns a firearms, 37% favors banning assault-style weapons; among not applicable outside this universes, 0.00% favors banning assault-style weapons.

Given that an adult 18 years or older or a not applicable outside this universe favors banning assault-style weapons, what is the probability the person was an adult 18 years or older?

A. About 100%
B. About 24%

Which answer is closest? Reply on two lines.
Line 1: only the letter (A or B).
Line 2: your confidence from 1 (not confident) to 5 (very confident)."
republican_gun_owner_ban__overlap__explicit__mc_full_probs,"You are a statistical consultant. Your task is to estimate a conditional probability from the information below.

Among US adults 18 years and older, 100% are adults 18 years or older and the remainder are not applicable outside this universes.
Among adults 18 years or older, 30% are identifies as Republican or leans Republicans and 32% are personally owns a firearms. An estimated 21% fall into both categories.
Among identifies as Republican or leans Republicans, 42% favors banning assault-style weapons; among personally owns a firearms, 37% favors banning assault-style weapons; among not applicable outside this universes, 0.00% favors banning assault-style weapons.

Given that an adult 18 years or older or a not applicable outside this universe favors banning assault-style weapons, what is the probability the person was an adult 18 years or older?

A. About 100%
B. About 24%
F. Insufficient information
G. Inconsistent information
H. Provided information is obviously incorrect

Which answer is closest? Reply on two lines.
Line 1: only the letter (A or B, F, G, or H).
Line 2: your confidence from 1 (not confident) to 5 (very confident)."
republican_gun_owner_ban__overlap__implicit__mc_full_probs,"You are a statistical consultant. Your task is to estimate a conditional probability from the information below.

Among US adults 18 years and older, 100% are adults 18 years or older and the remainder are not applicable outside this universes.
Among adults 18 years or older, 30% are identifies as Republican or leans Republicans and 32% are personally owns a firearms.
Among identifies as Republican or leans Republicans, 42% favors banning assault-style weapons; among personally owns a firearms, 37% favors banning assault-style weapons; among not applicable outside this universes, 0.00% favors banning assault-style weapons.

Given that an adult 18 years or older or a not applicable outside this universe favors banning assault-style weapons, what is the probability the person was an adult 18 years or older?

A. About 100%
B. About 24%
F. Insufficient information
G. Inconsistent information
H. Provided information is obviously incorrect

Which answer is closest? Reply on two lines.
Line 1: only the letter (A or B, F, G, or H).
Line 2: your confidence from 1 (not confident) to 5 (very confident)."
ca_trump_voter__implausible__mc_full_probs,"You are a statistical consultant. Your task is to estimate a conditional probability from the information below.

Among US registered voters, 80% are registered in California and the remainder are registered elsewhere.
Among those registered in California, 60% are voters registered in Southern California and 38% are other California voters.
Among voters registered in Southern California, 27% voted for Donald Trump in the 2024 presidential election; among other California voters, 31% voted for Donald Trump in the 2024 presidential election; among those registered elsewhere, 38% voted for Donald Trump in the 2024 presidential election.

Given that someone voted for Donald Trump in the 2024 presidential election, what is the probability they were registered in Southern California?

A. About 43%
B. About 75%
C. About 17%
D. About 63%
E. About 55%
F. Insufficient information
G. Inconsistent information
H. Provided information is obviously incorrect

Which answer is closest? Reply on two lines.
Line 1: only the letter (A, B, C, D, or E, F, G, or H).
Line 2: your confidence from 1 (not confident) to 5 (very confident)."
college_stem_work__overlap__explicit__implausible__mc_full_probs,"You are a statistical consultant. Your task is to estimate a conditional probability from the information below.

Among undergraduate students enrolled at US postsecondary institutions, 26% are first-generation students and the remainder are continuing-generation students.
Among first-generation students, 18% study STEM and 20% are employed while enrolled. An estimated 9% fall into both categories.
Among those who studied STEM, 85% returned for a second year; among those employed while enrolled, 74% returned for a second year; among other students, 88% returned for a second year.

Given that a student returned for a second year, what is the probability the person was a first-generation student?

A. About 8%
B. About 11%
C. About 1%
D. About 6%
E. About 26%
F. Insufficient information
G. Inconsistent information
H. Provided information is obviously incorrect

Which answer is closest? Reply on two lines.
Line 1: only the letter (A, B, C, D, or E, F, G, or H).
Line 2: your confidence from 1 (not confident) to 5 (very confident)."
college_stem_work__overlap__implicit__implausible__mc_full_probs,"You are a statistical consultant. Your task is to estimate a conditional probability from the information below.

Among undergraduate students enrolled at US postsecondary institutions, 26% are first-generation students and the remainder are continuing-generation students.
Among first-generation students, 18% study STEM and 20% are employed while enrolled.
Among those who studied STEM, 85% returned for a second year; among those employed while enrolled, 74% returned for a second year; among other students, 88% returned for a second year.

Given that a student returned for a second year, what is the probability the person was a first-generation student?

A. About 8%
B. About 11%
C. About 1%
D. About 6%
E. About 26%
F. Insufficient information
G. Inconsistent information
H. Provided information is obviously incorrect

Which answer is closest? Reply on two lines.
Line 1: only the letter (A, B, C, D, or E, F, G, or H).
Line 2: your confidence from 1 (not confident) to 5 (very confident)."
covid_vaccine_blue_red__implausible__mc_full_probs,"You are a statistical consultant. Your task is to estimate a conditional probability from the information below.

Among US adults 18 years and older, 27% received the 2024-25 COVID vaccine and the remainder did not.
Among the vaccinated, 71% live in blue states and 29% live in red states.
Among those who live in blue states, 80% had COVID-19 in the past 12 months; among those who live in red states, 10% had COVID-19 in the past 12 months; among the unvaccinated, 13% had COVID-19 in the past 12 months.

Given that an adult living in the US had COVID-19 in the past 12 months, what is the probability they were vaccinated for 2024-25 COVID?

A. About 63%
B. About 4%
C. About 8%
D. About 62%
E. About 27%
F. Insufficient information
G. Inconsistent information
H. Provided information is obviously incorrect

Which answer is closest? Reply on two lines.
Line 1: only the letter (A, B, C, D, or E, F, G, or H).
Line 2: your confidence from 1 (not confident) to 5 (very confident)."
diabetes_insulin_obese__overlap__explicit__implausible__mc_full_probs,"You are a statistical consultant. Your task is to estimate a conditional probability from the information below.

Among US adults 18 years and older, 11% have diagnosed diabetes and the remainder do not.
Among those with diagnosed diabetes, 28% use insulin and 47% are obese. An estimated 19% fall into both categories.
Among those who use insulin, 20% had hemoglobin A1c above 9.0%; among those who are obese, 80% had hemoglobin A1c above 9.0%; among those without diagnosed diabetes, 1% had hemoglobin A1c above 9.0%.

Given that someone had hemoglobin A1c above 9.0%, what is the probability they have diagnosed diabetes?

A. About 81%
B. About 85%
C. About 21%
D. About 42%
E. About 83%
F. Insufficient information
G. Inconsistent information
H. Provided information is obviously incorrect

Which answer is closest? Reply on two lines.
Line 1: only the letter (A, B, C, D, or E, F, G, or H).
Line 2: your confidence from 1 (not confident) to 5 (very confident)."
diabetes_insulin_obese__overlap__implicit__implausible__mc_full_probs,"You are a statistical consultant. Your task is to estimate a conditional probability from the information below.

Among US adults 18 years and older, 11% have diagnosed diabetes and the remainder do not.
Among those with diagnosed diabetes, 28% use insulin and 47% are obese.
Among those who use insulin, 20% had hemoglobin A1c above 9.0%; among those who are obese, 80% had hemoglobin A1c above 9.0%; among those without diagnosed diabetes, 1% had hemoglobin A1c above 9.0%.

Given that someone had hemoglobin A1c above 9.0%, what is the probability they have diagnosed diabetes?

A. About 81%
B. About 85%
C. About 83%
D. About 21%
E. About 42%
F. Insufficient information
G. Inconsistent information
H. Provided information is obviously incorrect

Which answer is closest? Reply on two lines.
Line 1: only the letter (A, B, C, D, or E, F, G, or H).
Line 2: your confidence from 1 (not confident) to 5 (very confident)."
discharged_weapon_last_year__implausible__mc_full_probs,"You are a statistical consultant. Your task is to estimate a conditional probability from the information below.

Among employed police officers and security guards in the United States, 10% are police officers and the remainder are security guards.
Among police officers, 68% are urban police officers and 30% are rural/small-jurisdiction police officers.
Among urban police officers, 0.30% discharged a weapon in the last year; among rural/small-jurisdiction police officers, 0.20% discharged a weapon in the last year; among security guards, 0.02% discharged a weapon in the last year.

Given that a police officer or a security guard discharged a weapon in the last year, what is the probability the person was a police officer?

A. About 59%
B. About 25%
C. About 0%
D. About 53%
E. About 10%
F. Insufficient information
G. Inconsistent information
H. Provided information is obviously incorrect

Which answer is closest? Reply on two lines.
Line 1: only the letter (A, B, C, D, or E, F, G, or H).
Line 2: your confidence from 1 (not confident) to 5 (very confident)."
english_teacher_humanities__overlap__explicit__implausible__mc_full_probs,"You are a statistical consultant. Your task is to estimate a conditional probability from the information below.

Among employed adults in the United States, 0.76% are high school teachers.
Among high school teachers, 15% teach English as their primary assignment and 17% have a bachelor's degree in English. An estimated 11% fall into both categories.
Among those who teach English as their primary assignment, 10% hold a master's degree or higher; among those who have a bachelor's degree in English, 55% hold a master's degree or higher; among other employed adults, 15% hold a master's degree or higher.

Given that a high school teacher or other employed adult holds a master's degree or higher, what is the probability the person was an English teacher?

A. About 0%
B. About 1%
C. About 11%
F. Insufficient information
G. Inconsistent information
H. Provided information is obviously incorrect

Which answer is closest? Reply on two lines.
Line 1: only the letter (A, B, or C, F, G, or H).
Line 2: your confidence from 1 (not confident) to 5 (very confident)."
english_teacher_humanities__overlap__implicit__implausible__mc_full_probs,"You are a statistical consultant. Your task is to estimate a conditional probability from the information below.

Among employed adults in the United States, 0.76% are high school teachers.
Among high school teachers, 15% teach English as their primary assignment and 17% have a bachelor's degree in English.
Among those who teach English as their primary assignment, 10% hold a master's degree or higher; among those who have a bachelor's degree in English, 55% hold a master's degree or higher; among other employed adults, 15% hold a master's degree or higher.

Given that a high school teacher or other employed adult holds a master's degree or higher, what is the probability the person was an English teacher?

A. About 0%
B. About 1%
C. About 11%
F. Insufficient information
G. Inconsistent information
H. Provided information is obviously incorrect

Which answer is closest? Reply on two lines.
Line 1: only the letter (A, B, or C, F, G, or H).
Line 2: your confidence from 1 (not confident) to 5 (very confident)."
healthcare_employment__implausible__mc_full_probs,"You are a statistical consultant. Your task is to estimate a conditional probability from the information below.

Among US employed adults, 11% are health care professionals.
Among health care professionals, 10% are physicians and 90% are health care professionals who are not physicians.
Among physicians, 5% work in a hospital; among health care professionals who are not physicians, 60% work in a hospital; among other employed adults, 1% work in a hospital.

Given that someone works in a hospital, what is the probability they were a health care professional?

A. About 87%
B. About 3%
C. About 6%
D. About 55%
E. About 11%
F. Insufficient information
G. Inconsistent information
H. Provided information is obviously incorrect

Which answer is closest? Reply on two lines.
Line 1: only the letter (A, B, C, D, or E, F, G, or H).
Line 2: your confidence from 1 (not confident) to 5 (very confident)."
military_overseas_federal_pool__implausible__mc_full_probs,"You are a statistical consultant. Your task is to estimate a conditional probability from the information below.

Among US active-duty military plus US federal civilian employees, 40% are active-duty service members and the remainder are federal civilian employees.
Among active-duty service members, 35% are US Army active-duty service members and 51% are US Navy or US Air Force active-duty service members.
Among US Army active-duty service members, 58% have worked overseas; among US Navy or US Air Force active-duty service members, 98% have worked overseas; among federal civilian employees, 8% have worked overseas.

Given that an active-duty service member or a federal civilian employee has worked overseas, what is the probability the person was an active-duty service member?

A. About 85%
B. About 63%
C. About 46%
D. About 81%
E. About 40%
F. Insufficient information
G. Inconsistent information
H. Provided information is obviously incorrect

Which answer is closest? Reply on two lines.
Line 1: only the letter (A, B, C, D, or E, F, G, or H).
Line 2: your confidence from 1 (not confident) to 5 (very confident)."
professional_drivers_speeding__overlap__explicit__implausible__mc_full_probs,"You are a statistical consultant. Your task is to estimate a conditional probability from the information below.

Among employed adults in the United States, 2.4% are professional drivers.
Among professional drivers, 53% are heavy truck drivers and 14% are bus drivers. An estimated 0.30% fall into both categories.
Among heavy truck drivers, 90% received a speeding ticket in the last 12 months; among bus drivers, 10% received a speeding ticket in the last 12 months; among other adults, 9% received a speeding ticket in the last 12 months.

Given that a professional driver or other adult received a speeding ticket in the last 12 months, what is the probability the person was a professional driver?

A. About 12%
B. About 0%
C. About 50%
D. About 2%
F. Insufficient information
G. Inconsistent information
H. Provided information is obviously incorrect

Which answer is closest? Reply on two lines.
Line 1: only the letter (A, B, C, or D, F, G, or H).
Line 2: your confidence from 1 (not confident) to 5 (very confident)."
professional_drivers_speeding__overlap__implicit__implausible__mc_full_probs,"You are a statistical consultant. Your task is to estimate a conditional probability from the information below.

Among employed adults in the United States, 2.4% are professional drivers.
Among professional drivers, 53% are heavy truck drivers and 14% are bus drivers.
Among heavy truck drivers, 90% received a speeding ticket in the last 12 months; among bus drivers, 10% received a speeding ticket in the last 12 months; among other adults, 9% received a speeding ticket in the last 12 months.

Given that a professional driver or other adult received a speeding ticket in the last 12 months, what is the probability the person was a professional driver?

A. About 12%
B. About 0%
C. About 2%
D. About 50%
F. Insufficient information
G. Inconsistent information
H. Provided information is obviously incorrect

Which answer is closest? Reply on two lines.
Line 1: only the letter (A, B, C, or D, F, G, or H).
Line 2: your confidence from 1 (not confident) to 5 (very confident)."
